Exchange Date,Close,Net,%Chg,Open,Low,High
2024-01-23,1018.85,3.68000000000006,0.0036250086192461,1014.86,1014.73,1023.2
2024-01-22,1015.17,-6.5,-0.0063621325868431,1022.1,1014.11,1025.95
2024-01-19,1021.67,12.02,0.0119051156341306,1010.52,1010.43,1022.52
2024-01-18,1009.65,2.70999999999992,0.0026913222237669,1007.58,1007.3,1012.78
2024-01-17,1006.94,-19.6699999999998,-0.0191601484497519,1025.77,1006.27,1026.09
2024-01-16,1026.61,-15.3800000000001,-0.0147602184282,1042.46,1025.44,1042.54
2024-01-15,1041.99,-0.879999999999882,-0.0008438252131136,1042.6,1040.02,1044.88
2024-01-12,1042.87,3.36999999999989,0.0032419432419431,1040.54,1037.45,1045.49
2024-01-11,1039.5,5.3900000000001,0.0052122114668653,1034.25,1034.05,1041.73
2024-01-10,1034.11,-1.90000000000009,-0.0018339591316687,1035.66,1031.04,1036.37
2024-01-09,1036.01,-2.96000000000004,-0.0028489754275869,1040.0,1035.49,1043.1
2024-01-08,1038.97,-5.00999999999999,-0.0047989425084771,1044.43,1037.07,1047.25
2024-01-05,1043.98,-0.539999999999964,-0.0005169838777619,1045.21,1038.93,1045.52
2024-01-04,1044.52,3.75,0.003603101549814,1040.96,1038.94,1046.81
2024-01-03,1040.77,-13.02,-0.0123554028791315,1053.27,1040.29,1053.33
2024-01-02,1053.79,-10.0900000000001,-0.0094841523480093,1063.99,1052.33,1065.07
2024-01-01,1065.85,1.15,0.0015,1055.57,1055.65,1055.84
2023-12-29,1063.88,1.1400000000001,0.0010726988727253,1061.57,1059.65,1064.84
2023-12-28,1062.74,11.99,0.0114108969783488,1051.59,1051.04,1064.4
2023-12-27,1050.75,12.51,0.0120492371705964,1039.44,1039.09,1051.68
2023-12-26,1038.24,5.19000000000005,0.0050239581820822,1033.92,1033.74,1040.04
2023-12-25,1033.05,0.639999999999873,0.0006199087571796,1033.56,1032.74,1034.96
2023-12-22,1032.41,-2.37999999999988,-0.0022999835715458,1036.23,1030.45,1039.07
2023-12-21,1034.79,1.78999999999996,0.001732817037754,1032.15,1027.34,1035.71
2023-12-20,1033.0,-4.6099999999999,-0.0044429024392593,1038.21,1031.82,1042.77
2023-12-19,1037.61,1.55999999999995,0.0015057188359634,1036.43,1032.36,1039.28
2023-12-18,1036.05,-4.47000000000003,-0.0042959289585976,1039.74,1034.37,1040.93
2023-12-15,1040.52,7.69000000000005,0.0074455621931973,1033.49,1033.2,1042.6
2023-12-14,1032.83,21.3199999999999,0.0210773991359452,1015.69,1015.66,1034.29
2023-12-13,1011.51,-0.180000000000064,-0.0001779201138689,1012.16,1005.77,1015.39
2023-12-12,1011.69,1.92000000000007,0.0019014230963487,1010.14,1010.01,1015.76
2023-12-11,1009.77,-2.97000000000003,-0.0029326381894662,1011.89,1004.4,1012.5
2023-12-08,1012.74,1.00999999999999,0.000998290057624,1013.29,1009.93,1017.21
2023-12-07,1011.73,-3.85000000000002,-0.0037909371984482,1015.14,1009.2,1015.63
2023-12-06,1015.58,3.50999999999999,0.0034681395555643,1012.65,1011.53,1018.29
2023-12-05,1012.07,-6.81999999999994,-0.0066935586765989,1018.87,1009.98,1018.92
2023-12-04,1018.89,-4.03999999999996,-0.0039494393555765,1025.66,1017.32,1026.96
2023-12-01,1022.93,-1.13,-0.0011034509696697,1023.95,1020.24,1025.65
2023-11-30,1024.06,1.80999999999995,0.0017706040596722,1021.65,1017.72,1024.37
2023-11-29,1022.25,-3.03999999999996,-0.0029650147763071,1027.1,1021.12,1029.73
2023-11-28,1025.29,6.15999999999997,0.0060443711793392,1020.58,1020.18,1027.9
2023-11-27,1019.13,-3.40999999999997,-0.0033348328671738,1022.87,1018.25,1025.93
2023-11-24,1022.54,-6.03999999999996,-0.0058721732874447,1023.77,1021.38,1029.32
2023-11-23,1028.58,4.8599999999999,0.0047473918649629,1023.77,1021.38,1029.32
2023-11-22,1023.72,-4.61999999999989,-0.0044926775191083,1028.22,1021.39,1028.51
2023-11-21,1028.34,2.68999999999983,0.0026227270511381,1027.45,1027.32,1036.18
2023-11-20,1025.65,6.96000000000004,0.006832304233869,1019.88,1017.97,1027.59
2023-11-17,1018.69,-2.94999999999993,-0.0028875141928663,1023.13,1017.93,1023.18
2023-11-16,1021.64,-3.5100000000001,-0.0034238891869483,1026.01,1017.82,1026.93
2023-11-15,1025.15,22.3800000000001,0.022318178645153,1006.62,1006.13,1027.7
2023-11-14,1002.77,7.19999999999993,0.007232037928021,996.84,995.19,1007.01
2023-11-13,995.57,5.70000000000005,0.005758331902169,990.88,990.67,997.58
2023-11-10,989.87,-8.39999999999998,-0.0084145571839281,995.93,987.13,996.06
2023-11-09,998.27,-2.27999999999997,-0.0022787466893208,1000.9,995.39,1002.11
2023-11-08,1000.55,-0.430000000000064,-0.0004295790125677,1001.81,999.28,1004.3
2023-11-07,1000.98,-5.99000000000001,-0.005948538685363,1007.18,999.77,1007.22
2023-11-06,1006.97,12.76,0.0128343106587139,995.67,995.36,1008.14
2023-11-03,994.21,16.99,0.0173860543173492,977.76,976.5,996.59
2023-11-02,977.22,15.59,0.0162120566122106,964.82,964.67,978.06
2023-11-01,961.63,-0.32000000000005,-0.0003326576225376,962.07,957.6,964.24
2023-10-31,961.95,-5.62,-0.0058083652862325,968.12,959.44,968.66
2023-10-30,967.57,1.59000000000003,0.0016459968115282,964.84,962.31,970.83
2023-10-27,965.98,9.08000000000004,0.0094889748145052,958.01,957.13,969.37
2023-10-26,956.9,-8.06000000000006,-0.0083526778312055,964.91,953.23,965.14
2023-10-25,964.96,1.63,0.0016920473773265,964.35,964.11,974.76
2023-10-24,963.33,0.509999999999991,0.000529694023805,964.17,959.01,965.48
2023-10-23,962.82,-7.62,-0.0078521083219982,971.18,960.9,971.29
2023-10-20,970.44,-4.44999999999993,-0.0045646175465949,975.59,969.83,976.04
2023-10-19,974.89,-9.38,-0.0095299054121328,984.03,974.89,984.72
2023-10-18,984.27,-10.78,-0.0108336264509321,994.53,983.63,994.87
2023-10-17,995.05,3.82999999999993,0.0038639252638162,992.68,992.25,996.66
2023-10-16,991.22,-4.55999999999995,-0.0045793247504468,996.02,988.88,996.32
2023-10-13,995.78,-9.77999999999997,-0.0097259238633199,1004.67,995.26,1005.21
2023-10-12,1005.56,5.57999999999993,0.0055801116022319,1000.34,999.85,1010.18
2023-10-11,999.98,12.87,0.0130380606011488,989.85,989.42,1000.5
2023-10-10,987.11,12.0700000000001,0.0123789793239252,977.02,976.84,989.5
2023-10-09,975.04,-2.60000000000002,-0.0026594656519782,979.63,974.39,980.04
2023-10-06,977.64,6.92999999999995,0.0071391043669066,971.51,971.17,980.8
2023-10-05,970.71,1.63999999999999,0.0016923442063008,970.45,969.77,976.87
2023-10-04,969.07,-9.15999999999997,-0.0093638510370771,977.67,966.95,977.94
2023-10-03,978.23,-15.48,-0.0155779855289773,992.74,977.17,992.85
2023-10-02,993.71,-1.78999999999996,-0.001798091411351,995.27,991.92,998.12
2023-09-29,995.5,10.0,0.0101471334348047,987.82,986.82,998.41
2023-09-28,985.5,-5.33000000000004,-0.0053793284418114,990.55,983.85,991.93
2023-09-27,990.83,0.780000000000086,0.0007878389980304,989.42,987.29,993.13
2023-09-26,990.05,-9.5200000000001,-0.0095240953610053,1000.09,989.19,1000.3
2023-09-25,999.57,-6.41999999999996,-0.0063817731786597,1005.99,999.57,1007.25
2023-09-22,1005.99,7.43000000000006,0.0074407146290659,998.13,996.02,1007.87
2023-09-21,998.56,-13.4100000000001,-0.0132513809697917,1011.52,997.38,1011.6
2023-09-20,1011.97,-3.67999999999995,-0.003623295426574,1015.68,1009.1,1015.9
2023-09-19,1015.65,0.0199999999999818,1.96922107460215e-05,1016.44,1013.59,1017.09
2023-09-18,1015.63,-8.39999999999998,-0.0082028846811128,1025.18,1014.74,1025.8
2023-09-15,1024.03,2.12,0.0020745466821931,1021.98,1019.24,1027.24
2023-09-14,1021.91,6.75,0.0066491981559557,1015.65,1015.36,1022.13
2023-09-13,1015.16,-0.790000000000077,-0.0007775973227029,1017.07,1013.31,1019.6
2023-09-12,1015.95,-1.55999999999995,-0.0015331544653123,1018.99,1014.7,1020.58
2023-09-11,1017.51,4.22000000000003,0.0041646517778721,1012.91,1007.11,1018.94
2023-09-08,1013.29,0.819999999999936,0.0008099005402628,1012.61,1010.92,1014.18
2023-09-07,1012.47,-7.44999999999993,-0.0073044944701544,1020.05,1012.02,1020.26
2023-09-06,1019.92,-3.78000000000009,-0.0036924880336036,1024.09,1018.52,1024.93
2023-09-05,1023.7,-10.6299999999999,-0.0102771842642096,1034.04,1023.28,1034.11
2023-09-04,1034.33,11.3799999999999,0.0111246884011925,1022.95,1022.69,1037.85
2023-09-01,1022.95,4.10000000000002,0.0040241448692153,1019.07,1018.49,1025.65
2023-08-31,1018.85,-9.59000000000003,-0.0093248026136673,1028.52,1018.85,1031.51
2023-08-30,1028.44,-0.0699999999999363,-6.80596202272572e-05,1030.08,1028.44,1035.12
2023-08-29,1028.51,9.79999999999995,0.0096200096200095,1019.56,1017.34,1030.22
2023-08-28,1018.71,7.10000000000002,0.0070185150403812,1012.93,1012.87,1028.1
2023-08-25,1011.61,-11.97,-0.0116942495945603,1022.89,1010.76,1023.2
2023-08-24,1023.58,10.7900000000001,0.010653738682254,1014.52,1014.34,1028.67
2023-08-23,1012.79,5.71999999999991,0.0056798435064096,1006.34,1006.3,1014.51
2023-08-22,1007.07,7.81000000000006,0.0078157836799232,999.99,999.79,1009.4
2023-08-21,999.26,-5.06000000000006,-0.0050382348255536,1004.73,997.65,1005.73
2023-08-18,1004.32,-10.3599999999999,-0.0102101155043954,1015.26,1002.91,1016.08
2023-08-17,1014.68,-1.55000000000007,-0.0015252452692796,1014.4,1004.89,1017.72
2023-08-16,1016.23,-3.75999999999999,-0.0036863106501044,1019.71,1013.03,1019.81
2023-08-15,1019.99,-4.93000000000006,-0.0048101315224603,,,
2023-08-14,1024.92,-12.4299999999998,-0.0119824552947413,1036.29,1021.09,1036.34
2023-08-11,1037.35,-10.6700000000001,-0.0101811034140571,1047.13,1035.79,1048.49
2023-08-10,1048.02,1.21000000000004,0.0011558926643803,1047.28,1040.75,1051.21
2023-08-09,1046.81,4.48000000000002,0.0042980629934857,1043.16,1041.08,1048.8
2023-08-08,1042.33,-12.6500000000001,-0.0119907486397847,1055.27,1040.38,1055.5
2023-08-07,1054.98,-0.740000000000009,-0.0007009434319706,1055.97,1051.2,1057.45
2023-08-04,1055.72,4.87000000000012,0.0046343436265881,1050.68,1049.24,1058.47
2023-08-03,1050.85,-5.00999999999999,-0.004744947246794,1055.89,1050.04,1058.18
2023-08-02,1055.86,-22.72,-0.021064733260398,1077.38,1054.57,1077.51
2023-08-01,1078.58,-5.82000000000016,-0.0053670232386574,1084.78,1076.38,1089.26
2023-07-31,1084.4,4.11000000000013,0.003804533967731,,,
2023-07-28,1080.29,8.81999999999994,0.0082316817083072,1069.73,1065.09,1080.84
2023-07-27,1071.47,4.56999999999994,0.0042834379979378,1067.44,1067.29,1076.04
2023-07-26,1066.9,1.51999999999998,0.0014267209821847,1065.8,1061.25,1068.44
2023-07-25,1065.38,21.2800000000002,0.0203811895412319,1044.73,1044.31,1066.59
2023-07-24,1044.1,-3.45000000000005,-0.0032933988831082,1046.99,1039.25,1047.23
2023-07-21,1047.55,-3.70000000000005,-0.0035196195005945,1051.12,1044.44,1051.72
2023-07-20,1051.25,-1.06999999999994,-0.0010168009730879,1053.35,1049.8,1059.52
2023-07-19,1052.32,-3.31000000000017,-0.0031355683336019,1055.32,1048.07,1056.78
2023-07-18,1055.63,-6.23999999999978,-0.0058764255511501,1063.67,1054.14,1064.07
2023-07-17,1061.87,-0.420000000000073,-0.0003953722618118,1062.26,1059.53,1063.38
2023-07-14,1062.29,6.74000000000001,0.0063852967647198,1056.94,1056.74,1064.46
2023-07-13,1055.55,15.03,0.0144447007265598,1042.01,1041.69,1057.81
2023-07-12,1040.52,11.1199999999999,0.0108024091703904,1030.92,1030.14,1042.96
2023-07-11,1029.4,12.1300000000001,0.0119240712888418,1017.6,1017.5,1030.66
2023-07-10,1017.27,1.18999999999994,0.0011711676245964,1016.87,1016.6,1025.7
2023-07-07,1016.08,-3.59999999999991,-0.0035305193786285,1018.36,1012.12,1018.65
2023-07-06,1019.68,-18.8200000000001,-0.0181222917669716,,,
2023-07-05,1038.5,-7.44000000000005,-0.007113218731476,1046.02,1037.57,1046.42
2023-07-04,1045.94,2.85000000000014,0.0027322666308757,1043.25,1041.22,1047.67
2023-07-03,1043.09,15.3499999999999,0.0149356841224433,1028.64,1028.49,1044.07
2023-06-30,1027.74,3.19000000000005,0.0031135620516324,1024.53,1020.95,1029.58
2023-06-29,1024.55,-4.25999999999999,-0.0041407062528552,1029.79,1023.11,1032.07
2023-06-28,1028.81,-1.25999999999999,-0.0012232178395642,1030.35,1026.51,1032.33
2023-06-27,1030.07,6.12999999999988,0.005986678906967,1024.24,1022.33,1032.19
2023-06-26,1023.94,-3.33999999999992,-0.0032513044155438,1027.27,1022.15,1028.3
2023-06-23,1027.28,-9.21000000000004,-0.0088857586662679,1036.08,1026.2,1036.71
2023-06-22,1036.49,-4.34999999999991,-0.0041793167057375,1041.81,1035.29,1042.32
2023-06-21,1040.84,-7.88000000000011,-0.0075139217331605,1048.58,1039.17,1049.08
2023-06-20,1048.72,-11.8199999999999,-0.0111452656194014,1060.75,1047.26,1061.01
2023-06-19,1060.54,-5.19000000000005,-0.0048699013821512,1066.16,1056.19,1066.23
2023-06-16,1065.73,5.75999999999999,0.0054341160598884,1066.57,1065.28,1067.06
2023-06-15,1059.97,10.76,0.010255334966308,,,
2023-06-14,1049.21,3.5,0.003347008252766,,,
2023-06-13,1045.71,9.27999999999997,0.0089538126067365,,,
2023-06-12,1036.43,1.57000000000016,0.0015171134259708,,,
2023-06-09,1034.86,6.61999999999989,0.0064381856375942,,,
2023-06-08,1028.24,-1.49000000000001,-0.0014469812475114,,,
2023-06-07,1029.73,9.05000000000007,0.0088666379276561,,,
2023-06-06,1020.68,2.12,0.00208136977694,,,
2023-06-05,1018.56,3.1099999999999,0.0030626815697473,,,
2023-06-02,1015.45,23.5500000000001,0.0237423127331385,,,
2023-06-01,991.9,3.75999999999999,0.0038051288278988,,,
2023-05-31,988.14,-12.01,-0.0120081987701845,,,
2023-05-30,1000.15,-2.88,-0.0028712999611178,,,
2023-05-29,1003.03,-1.27999999999997,-0.0012745068753671,,,
2023-05-26,1004.31,8.05999999999995,0.0080903387703889,,,
2023-05-25,996.25,-7.16999999999996,-0.0071455621773534,,,
2023-05-24,1003.42,-7.5,-0.0074189846872156,,,
2023-05-23,1010.92,-6.28000000000009,-0.0061738104600866,,,
2023-05-22,1017.2,5.53000000000009,0.0054662093370368,,,
2023-05-19,1011.67,-3.70000000000005,-0.0036439918453372,,,
2023-05-18,1015.37,1.71000000000004,0.0016869561786003,,,
2023-05-17,1013.66,-6.20000000000005,-0.0060792657815779,,,
2023-05-16,1019.86,1.77999999999997,0.0017483891246267,,,
2023-05-15,1018.08,5.78000000000009,0.0057097698310778,,,
2023-05-12,1012.3,-4.43000000000006,-0.0043571056229284,,,
2023-05-11,1016.73,-2.5,-0.0024528320398732,,,
2023-05-10,1019.23,-2.02999999999997,-0.0019877406341186,,,
2023-05-09,1021.26,-8.98000000000002,-0.0087164155924833,,,
2023-05-08,1030.24,8.58000000000004,0.0083980972143374,,,
2023-05-05,1021.66,5.62,0.00553127829613,,,
2023-05-04,1016.04,6.63999999999999,0.0065781652466811,,,
2023-05-03,1009.4,-3.37,-0.0033275077263347,,,
2023-05-02,1012.77,-3.47000000000003,-0.0034145477446272,,,
2023-05-01,1016.24,-0.340000000000032,-0.0003344547404041,,,
2023-04-28,1016.58,4.96000000000004,0.0049030268282557,,,
2023-04-27,1011.62,4.23000000000002,0.0041989696145485,,,
2023-04-26,1007.39,3.86000000000001,0.0038464221298815,,,
2023-04-25,1003.53,-12.1,-0.0119137875013539,,,
2023-04-24,1015.63,-1.61000000000001,-0.0015827140104596,,,
2023-04-21,1017.24,-8.81999999999994,-0.0085959885386818,,,
2023-04-20,1026.06,-0.3900000000001,-0.0003799503141897,,,
2023-04-19,1026.45,-11.0699999999999,-0.0106696738376127,,,
2023-04-18,1037.52,-3.49000000000001,-0.0033525134244627,,,
2023-04-17,1041.01,4.17000000000007,0.0040218355773311,,,
2023-04-14,1036.84,3.0,0.0029018029869225,,,
2023-04-13,1033.84,2.80999999999995,0.0027254299098958,,,
2023-04-12,1031.03,-2.97000000000003,-0.0028723404255319,,,
2023-04-11,1034.0,7.68000000000006,0.0074830462234001,,,
2023-04-10,1026.32,0.6099999999999,0.000594710005752,,,
2023-04-07,1025.71,0.319999999999936,0.0003120763806941,,,
2023-04-06,1025.39,-0.579999999999927,-0.0005653186740352,,,
2023-04-05,1025.97,-0.910000000000082,-0.0008861794951699,,,
2023-04-04,1026.88,-1.66999999999985,-0.0016236449370471,,,
2023-04-03,1028.55,0.519999999999982,0.0005058218145384,,,
2023-03-31,1028.03,3.03999999999996,0.0029658825939764,,,
2023-03-30,1024.99,4.64999999999998,0.0045573044279357,,,
2023-03-29,1020.34,10.5300000000001,0.0104277042215863,,,
2023-03-28,1009.81,7.01999999999998,0.0070004686923483,,,
2023-03-27,1002.79,-9.35000000000002,-0.009237852471002,,,
2023-03-24,1012.14,-4.08000000000004,-0.004014878668005,,,
2023-03-23,1016.22,15.1600000000001,0.0151439474157394,,,
2023-03-22,1001.06,9.44999999999993,0.0095299563336391,,,
2023-03-21,991.61,11.25,0.0114753763923457,,,
2023-03-20,980.36,-8.75,-0.0088463366056353,,,
2023-03-17,989.11,9.50999999999999,0.0097080440996324,,,
2023-03-16,979.6,-5.63999999999999,-0.0057244935244204,,,
2023-03-15,985.24,-0.0199999999999818,-2.02992103606985e-05,,,
2023-03-14,985.26,-15.47,-0.0154587151379493,,,
2023-03-13,1000.73,3.88,0.003892260620956,,,
2023-03-10,996.85,-13.9499999999999,-0.0138009497427779,,,
2023-03-09,1010.8,-10.1800000000001,-0.0099708123567553,,,
2023-03-08,1020.98,-8.50999999999999,-0.00826622890946,,,
2023-03-07,1029.49,-5.0,-0.0048332995002368,,,
2023-03-06,1034.49,3.48000000000002,0.0033753309861204,,,
2023-03-03,1031.01,8.26999999999998,0.0080861215949312,,,
2023-03-02,1022.74,-5.95000000000005,-0.0057840554491635,,,
2023-03-01,1028.69,24.5200000000001,0.0244181762052243,,,
2023-02-28,1004.17,-4.60000000000002,-0.0045600087234949,,,
2023-02-27,1008.77,-2.96000000000004,-0.0029256817530369,,,
2023-02-24,1011.73,-17.03,-0.0165539095610249,,,
2023-02-23,1028.76,4.79999999999995,0.0046876831126215,,,
2023-02-22,1023.96,-12.0,-0.0115834588208039,,,
2023-02-21,1035.96,-10.78,-0.0102986414964556,,,
2023-02-20,1046.74,5.42000000000007,0.0052049322014367,,,
2023-02-17,1041.32,-10.3700000000001,-0.0098603200562904,,,
2023-02-16,1051.69,4.94000000000005,0.0047193694769525,,,
2023-02-15,1046.75,-8.90000000000009,-0.0084308246104296,,,
2023-02-14,1055.65,-0.269999999999982,-0.000255701189484,,,
2023-02-13,1055.92,2.20000000000005,0.0020878411722279,,,
2023-02-10,1053.72,-11.4100000000001,-0.0107123074178739,,,
2023-02-09,1065.13,4.15000000000009,0.0039114780674471,,,
2023-02-08,1060.98,4.93000000000006,0.0046683395672554,,,
2023-02-07,1056.05,0.669999999999845,0.0006348424264244,,,
2023-02-06,1055.38,-22.75,-0.0211013514140224,,,
2023-02-03,1078.13,-8.06999999999994,-0.007429570981403,,,
2023-02-02,1086.2,0.910000000000082,0.0008384855660699,,,
2023-02-01,1085.29,10.8,0.010051280142207,,,
2023-01-31,1074.49,-10.99,-0.0101245531930575,,,
2023-01-30,1085.48,-5.75999999999999,-0.0052783988856713,,,
2023-01-27,1091.24,-2.58999999999992,-0.0023678268103817,,,
2023-01-26,1093.83,10.6999999999998,0.0098787772474216,,,
2023-01-25,1083.13,-0.409999999999854,-0.0003783893534155,,,
2023-01-24,1083.54,0.519999999999982,0.0004801388709349,,,
2023-01-23,1083.02,2.44000000000005,0.0022580466046012,,,
2023-01-20,1080.58,8.66999999999985,0.0080883656277111,1073.8,1073.52,1082.14
2023-01-19,1071.91,-4.16999999999985,-0.0038751765667978,1073.15,1067.62,1074.79
2023-01-18,1076.08,4.99000000000001,0.0046588055158763,1072.12,1068.96,1079.55
2023-01-17,1071.09,-2.47000000000003,-0.0023007563620105,1072.42,1066.12,1072.83
2023-01-16,1073.56,-1.25999999999999,-0.0011722893135594,1075.57,1071.53,1082.23
2023-01-13,1074.82,11.71,0.0110148526493026,1066.33,1066.08,1076.36
2023-01-12,1063.11,1.59999999999991,0.0015072867895732,1062.33,1057.09,1067.66
2023-01-11,1061.51,3.91000000000008,0.0036970499243571,1058.84,1057.69,1065.61
2023-01-10,1057.6,1.18999999999983,0.0011264565840912,1057.44,1053.02,1059.2
2023-01-09,1056.41,23.4100000000001,0.0226621490803486,1035.47,1035.34,1058.8
2023-01-06,1033.0,3.42000000000007,0.0033217428465977,1030.48,1027.71,1036.73
2023-01-05,1029.58,10.1999999999999,0.0100060821283525,1020.54,1020.44,1033.22
2023-01-04,1019.38,9.87,0.0097770205347148,1008.52,1007.69,1020.5
2023-01-02,1001.45,-0.199999999999932,-0.0001996705436029,1002.88,1000.17,1003.67
2023-01-01,1001.45,-0.199999999999932,-0.0001996705436029,1002.88,1000.17,1003.67
2022-12-30,1001.65,-1.48000000000002,-0.0014753820541704,1002.89,1000.87,1010.47
2022-12-29,1003.13,-1.26999999999998,-0.0012644364794902,1004.29,996.55,1004.4
2022-12-28,1004.4,4.85000000000002,0.0048521834825671,999.75,997.7,1005.99
2022-12-27,999.55,1.19999999999993,0.0012019832723993,998.31,998.14,1001.37
2022-12-26,998.35,2.0,0.0020073267426105,996.09,995.98,1000.17
2022-12-23,996.35,-7.74000000000001,-0.0077084723480962,1003.61,993.4,1003.65
2022-12-22,1004.09,10.76,0.0108322511149366,993.47,993.38,1006.89
2022-12-21,993.33,2.70000000000005,0.002725538293813,991.15,990.5,995.42
2022-12-20,990.63,-7.67999999999995,-0.0076930011719806,998.54,981.21,998.69
